review,class
"Saw Phantom when it came through. Grew up seeing Nutcracker every year. JC Superstar was awesome. Beautiful place and Pittsburgh is soooo lucky to have it!
",1
"I love it here! It is like walking into a little piece of history, I could see the upper crusts socializing in here back in the day. Furs and fedoras, and those long cigarette holders gracing the hallways. This is a gorgeous theater its hard to capture it with pictures because of lighting glares. I have not experienced large playhouses in other cities. But my advice is pick a show you love a decent Broadway one, splurge once a year it will make your experience that much more memorable. Spend a little extra for refreshments yes they are expensive but again the experience. I don't think the upper seats are bad but some on yelp seem to, if it is what you can afford it is still a nice view. And unlike Heinz hall you have a little leg room. There are always a few audience members behaving naughty that was my only complaint. The ushers are helpful and will let you in if you are few minutes late (Grrr that Pittsburgh parking), speaking of parking I would park at the 9th and Penn garage or the one on liberty and ninth if you can. I appreciate this theater for its history and modern contributions, I think some individuals do not understand that this kind of history in other American cities has been left to decay. Cue in Detroit, sadly. So props to cultural trust or whomever for keeping this one going.... true Pittsburgh beauty,
",1
"I was lucky to get a tour of the Benedum last month, and I was completely impressed.  This is a painstakingly restored historic building with marvelous architectural and design details.  It is absolutely an beautiful place to go see a musical, the opera, ballet, or a concert.  The staff is amazing and extremely professional, they run this place like clockwork.  I love the natural acoustics of the building, although I don't recommend that you sit under the balcony, that's the worst place to hear a good sound.  Don't worry about getting over-dressed for an event at the Benedum, this is a truly unique and beautiful landmark that exudes elegance.
",1
"Great theater !!! Absolutely beautiful .. Live the seating ... Seen Book of Mormon here !!! Loved it
",1
"Hey guys and gals!   As you know, I am a volunteer usher at the Benedum! Last night... SEINFELD!       Tonight.... CELTIC THUNDER!!!   I highly recommend buying a season certificate or a package deal to the Benedum! Next year is GREAT! ""Wicked""is the the featured attraction!    What a GREAT Christmas or birthday gift, Right      Do check into it and BUY!!!
",1
"Most Charlotteans don't realize that we have such a fabulous ballet company in residence here in our fair city. It is led by Artistic director Jean Pierre Bonnefoux and his wife Patricia McBride who are world renowned for dancing in the New York City Ballet under George Balanchine. What does that mean for non dance connoisseurs It means young dancers want to come to NCDT from all over the world (literally) to dance under their tutelage which translates to a better experience for patrons.NCDT has always has a great reputation for modern contemporary ballets, but they also excel at classic, storybook ballets like Romeo & Juliet, and funny children's ballets like Cinderella. But their sweet spot (and why they attracted resident choreographer Dwight Rhoden who you may have seen on So You Think You Can Dance) is the innovative contemporary works. In fact their annual Innovative Works in late fall often sells out. It features several short pieces that often have a theme or message.  My favorite piece, Satto, was featured again recently in Director's Choice was originally an Innovative Work. Another one they debuted this year had two male artists partnering with Anna Gerberich and never let her feet touch the ground the whole time. The artists and choreographers ebb and flow but you're always going to see a great show with a wide variety of styles. You may not like every single piece, but at least they're conversation pieces. Similarly, you're not going to love every painting in the Mint. It's worth seeing something other than Nutcracker, so dive in, the water's fine.If I have any complaint, it's that every dancer has a different stylestrength and Jean Pierre seems to have favorite principals that he sometimes over casts. Kind of like John Fox.I grew up watching such dance companies as the SF ballet, Bolshoi, Joffrey Ballet, ODC, Alvin Ailey and the CincinnatiSan Jose ballets so this ain't my first rodeo.Ladies, one more selling point in two words: eye candy. Glistening, muscular athletic men often dancing shirtless. I'm just saying. Sue me.
",1
"You must go see the NCDT. I just saw the fall show limitless and it was incredible. I have enjoyed NCDT for years but this performance was on a whole new level.
",1
"Opera is Fun! Yes it is! Tosca yesterday was amazing! I was riveted through the whole thing - and at almost 4 hours (including 2 intermissions), that's saying something. I was wowed by the singing, enjoyed the sets, was impressed by the acting, and intrigued by the story. Floria Tosca was superb, Scarpia and Spoletto deliciously evil. Honestly, I did not expect to LIKE opera as much as I have, but I've been enthralled with both AZ Opera performances I've seen this year (The Mikado and Tosca), particularly Tosca. After the performance an opera Q&A session was held for anyone wishing to stay. The AZ opera head and tenor James Flora answered questions about everything from the set, the director's mindset, the Spoletto character's triumphant ending, and the future of opera in the United States.
",1
"Maybe I gave this one too many stars because nothing compares with Houston's Grand Opera, but the Arizona Opera is still good and definitely worth seeing.Hint:  If you come at 6 pm instead of when it starts at 7 pm you can hear a talk about the opera, which will help you understand it better if you're a newbie!  Cool, huhRegardless, you're either going to just love opera or hate it.  I'm a lover = season tickets which includes the price of the parking garage at $8 (compared to $10 at the local garages).  I think the total bill ran $130 or $150.  So worth it if you are one of the opera lovers!
",1
"We have seen Aida on three occasions, once several years ago in Phoenix, once in Prague and yesterday again in Phoenix. My wife and I both agreed, this was the best performance we have seem so far of this wonderful opera. One thing we left with... we hope we get to see it again and we hope when that time comes, we will enjoy it as much as yesterday.We will continue to support Arizona Opera and hope others do as well. The performances are outstanding. Keep up the good work!!!!
",1
"Bravo! Lucia di Lammermoor.If you enjoy opera, don't miss this wonderful performance put on by the Arizona Opera. This was my first ""Lucia"" and it greatly surpassed my expectations. It is definitely an opera I would enjoy again. We are so fortunate to have this available to us here in Phoenix. We flew out to LA to see La Boheme a few months ago and my wife and I both agreed that LA Opera doesn't have anything over the Arizona Opera. Keep up the good work folks!
",1
"I love going to the opera. I am always impressed with the vocal range of the performers. They can do amazing things with their voices! And the sets and costumes are so elaborate. That is the best part. Even though they are usually sung in a language that I don't understand, you can really get swept up in the emotion of the music. I usually read the program beforehand so that I know what's going on and then try my best not to stay fixated on the subtitles on the screen but instead just enjoy the action on the stage, the orchestra, and of course the singing.
",1
"I took my girlfriend here for a performance of Romeo & Juliet. This was our second time going to the Opera (we saw Faust last year through Yelp).  Both performances we have seen here have been excellent - the cast is great and the location is very convenient. This time our seats were very close, which maybe was a bit too close. There is a large board above the stage that provides translations (and since I speak English and she speaks Spanish it would be helpful). Our seats were really too close to benefit from seeing the screen. Fortunately the cast does an excellent job at bringing delivering the emotions of the scene well even if the audience doesn't know the language. The coffeedrink bars and the props from other shows in the lobby also provide good relief during the intermissions. The restrooms seem to move quicker than they do at other theaters in the area. Both times have been excellent and we will definitely return.
",1
"I saw Tosca here last season and loved it.  The electronic subtitles are great, as otherwise I would be lost.  The acoustics in the Symphony Hall are awesome and my seats were smack dab in the middle of the room with the perfect view.  I like that you can bring your own bottled water and stuff too.  At least I think you can... no one stopped me or said anything.  I think it's awesome that we have this cultural experience in Phoenix!
",1
"I attended ""La Boheme"" last night and it was beautiful. Gorgeous production - the performances, sets, costumes, everything!  It was glorious.
",1
"La Boheme  was excellent. For all we had to go through to see La Boheme in LA  (traffic) I will take AZ Opera any day. Symphony Hall is a much nicer venue than the LA Opera (smaller and more aisles!). If only the downtown restaurants like the ""Butcher"" were open on Sundays... We could include a nice lunch with a Sunday matinee. Opera has been enduring for a long time. It touches the soul. I wish we had more young people that were willing to give it a try. Support your AZ Opera. It's one of the best deals in town!
",1
"Wow, decent Ballet in Phoenix...pinch me.I have not been in the last year or so to one of the productions, but Ballet Arizona has been a treat under Ib Anderson's direction.  I'm a fan of the classical ballets and have loved their Swan Lake and Giselle productions.  This year's season is ending, so I must repent and make a few shows next year.
",1
"Just saw the all Balanchine program Saturday night -- going back Sunday to see it again!It's AMAZING to me that a ballet company can go from startup  to being a destination company is fewer than 20 years!  But, BAZ did it in 15.Next season is their 22nd, and I renewed my season tix a couple of months ago.BAZ is a 'must-see' every show.
",1
"I have done volunteer withe Ballet AZ for the last years.  It is a an accomplished company with a splendid school attached.The first thing I can say is when most regional companies have gotten smaller, Ballet AZ keeps growing. Ib Anderson, the Artistic Director, danced with Balanchine in New York.  He will not do a ballet that he doesn't know he his company can do and do well.  In watching his him work, I feel he has the ability to make everyone in the company feel what they have to offer is of great value from the newest member to the principal dancers.  There is less ""attitude"" in this company than I have ever seen.  The dancers are hard workers who want as good as what Ib asks of them and that is a great deal.  The people you don't see such as the people who do the costumes and the sets  do a remarkable job of making things happen that sometimes start as nothing more as idea of Ib's.When I first started working with this group, i was surprised when I heard people say this and that was as good as they'd seen all over the world.  I am not surprised now.  Ballet AZ has brought together dancers from all over the world due to it's excellent reputation. These professionals have come to take advantage of working in an organization that is striving for something better each production than the one before.   If in some areas, Phoenix has  long way to go in catching up in the arts, the Ballet is not one of them.  We have a fine company here in AZ that continues to excel in presenting varied productions that range from the classics to world premieres.Prices are quite reasonable for what is offered.  There are different packages that make it even more attractive with special prices on certain dates.  Contact the box office abut that.  Another way to see the shows is to join the volunteer organization.  We work hard but the end result is the pleasure of knowing we help make a beautiful thing like Ballet AZ blossom and grow.
",1
"This review is for the current production ending 4509, Masters of Movement.Wow. What a great program.  They led w the classic Les Sylphides, but it was the 2 modern pieces that blew my socks off.  Polyphonia choreographed by Christopher Wheeldon had some incredible movements of balance and dexeterity that I turned to my sis, who was attending with me, and commented, ""I bet you and the Irish Hubbie do that in the bedroom."" The final piece was The Golden Section from the Twyla Tharp ballet The Catherine Wheel. Twyla Tharp collaborates with David Byrne (Talking Heads) = FUUUUNNNN. The energy of that number with the dancers flying and the beat of Byrne's music made that piece my favorite.David Byrne ROCKS.
",1
"My date and I attended the IB Anderson's Nutcracker last night.  I hadn't seen the Nutcracker since I was a little ballerina girl.  It was an absolutely AMAZING performance with stunning set changes.  The dancers were incredible and very fun to watch!  I would recommend this event to people of all ages as a ""Must see"".
",1
"We really enjoy Ballet Arizona productions. We recently saw The Nutcracker - an annual family tradition. They make a few modifications to the program every year. I really liked the tweaks this year. We also happened to attend a showing where Astrit Zejinati and Chelsea Wilcox doing the pas de deux. They were absolutely amazing. Our 5 year old has also been taking ballet lessons at the school there since she was 3.  We think the school is wonderful. They teach classical ballet vocabulary from 3 years old on. They are pretty strict and have a set curriculum. They all wear the same uniform and hairstyle and are strict about it. After the 3 year old class, parent's aren't allowed to watch other than one class per session where they let us all in. So far, from what we've seen though, the curriculum and the teachers are great. They do a lot to improve body control, teach musicality and start them on a course of classical ballet.We're big fans.
",1
"My husband and I recently attended the Balanchine Classics Performance. We thoroughly enjoyed it and loved our 6th row seats at the Phoenix Symphony Hall....just the right distance from the stage.The orchestra.....Phoenix Symphony Orchestra.....were just wonderful and the dancers were amazing! We will definitely be attending future performances featuring Ballet Arizona.We also could not pass up buying the Angelina Ballerina book and doll at the gift store for our future little Ballerina.
",1
"Our daughter has been attending classes here for about 5 years.   SUPER professional environment.  Very efficient staff.   The classes and rehearsals and recitals are a joy.Saw the Nutcracker for the first time this past holiday season and was blown away by the production values and the performances.
",1
"Love the Arizona Ballet and their School of Ballet.
",1
"Saw Ballet Arizona performance of Giselle at Symphony Hall opening night last night, and I have to say what a beautiful performance! The music was perfect, the story line was easy to follow, I had received a program before it started, but didn't look at it until intermission and I was able to keep up with everything that was going on.  The dancers, wow just beautiful to watch. Thank you Ballet Arizona for the beautiful performance! Look forward to seeing other productions in the future !
",1
"We went to the ballet on Saturday to see Moulin Roge.  We have attended the ballet for years and this was one of the best performances we have ever seen.  The costumes were unique and the story had some humor.  The choreography and dancers were tremendous.If you haven't yet experienced the Pittsburgh Ballet you are missing out!
",1
"I received a pair of free tickets through Yelp to see The Nutcracker last Fri. evening.  I was very excited to see this show, since I'd wanted to see it last last year, but couldn't work it out with my (now ex-) boyfriend's schedule.  I'm used to second tier seating at the Benedum, but I was in for a real treat, since the tickets turned out to be for orchestra level (score!).  What a great surprise for my birthday, which happened to be that day!I really enjoyed PBT's performance of The Nutcracker!  Between the dancing, the choreography, and the costumes and scenery, I thought the show was excellent.  I've never seen a live performance of The Nutcracker before, and the last time I saw the movie was in elementary school music class.  Even though it'd been this long, I was able to follow the plot with very few problems.  I enjoyed the Pittsburgh-specific references in PBT's version of the show, which included a setting at a mansion in Shadyside and a Heinz carriage.I thought both acts were very good, and each had advantages.  The first act was easier to follow in terms of the plot, but I enjoyed the dancing better in the second act, which featured more of the principals and soloists.  Although the stage could get a bit crowded during certain scenes, the scenes were ones where it was either appropriate in light of the plot (e.g., the party scene in the first act) or where it was difficult to avoid (the final scene of the dream sequence).  In general, I found the visual impact of the show very pleasing--if you prefer more visually-oriented shows, as my friend who accompanied me does, this show would definitely be your cup of tea.Overall, I found PBT's performance of The Nutcracker to be engaging and enjoyable, and I'd definitely pay to see it again.  While this was the first live ballet performance I've seen, I thought that the dancing, costumes, scenery, and choreography very good to excellent.  I'm glad that this show is a Christmas tradition in Pittsburgh--it's definitely one that I plan on taking advantage of regularly in the future!
",1
"What fun!  My oldest (5) and I ditched daddy and baby sister to come out for the 2014 production of Nutcracker and it was delightful.  Our tickets (thank you Yelp!) were in the orchestra level and we had a great view of the production.  I was surprised at how many other kids were in the theater, and I think for the length and time of night I wouldn't have wanted to take anyone younger than my almost-six-year-old.So, the ballet. It was set in Pittsburgh, which was fun, and there were some additions we hadn't see before, like the mysterious Nephew.  The dancing was wonderful, as expected.  My daughter was confused about the lack of dialog, but the program had a very helpful synopsis that helped her understand what was happening.  The first act was fun, with magic acts, dancing ""dolls"" and of course the fight with the rats and mice, and quite enjoyable.  The ending of the first act was quite soothing, and in the dark theater I admit I was afraid of snoozing!The second act.  The national dances were amazing, especially the arabian dance (Holy cow, talk about amazing abs!!!).  Then it got to the point where the sugar plum fairy danced, then her consort danced, then they danced together, then the fairy danced...and it did drag a little.  I loved the creativity, though, of the carousel, and the imagination of the set and costumes.  There was a part with the lambs that was awfully cute, and we loved watching the kids any time they were on stage.  There were several ""side stories"" going on in the periphery of the stage that you could get absorbed in, and it was just very well done.  Overall, I think that this will now be our Christmas tradition.  It was wonderful.
",1
"My daughter has been to several area dance studios. This is a great studio! The dance teachers are the best - she is in lyrical, jazz, tumbling and hip hop. They are very well trained and create a positive environment while still pushing the kids to do their best.The recital in Dec was beautiful and so professionally done. It was fun to watch and I was very impressed at how many talented dancers there were. The owners work very hard and are passionate about what they do! That is the most important thing to us. It creates a very good environment for the students. I would highly recommend this studio to anyone. It is great now and will only get better as their business grows.Thank you Steppin' Out for providing a great dance studion in the West Valley!
",1
"We love this place!! My daughter started taking BalletJazz classes this year at 4 yrs old. I was nervous because this was her first time taking instruction from a teacher, but she is doing so well. I know that I have her teacher Ms. Marlo to thank for that. She is soooo good with children. All of the teachers I've seen have always had a smile on their face, and you can tell their students love them. Yes, some of the little ones are more ""into"" it than others and some are spinning in circles like one of the other reviewers mentioned, but my 1 priority was for my daughter to have a fun and stress-free time learning how to dance, and that she does! Other places I shopped around at seemed too serious and up-tight. And it is more affordable than a lot of places. Another plus is that fellow parents are very nice and nothing like the crazies on Dance Moms : )
",1
"We really love this studio.  My daughter and son both started taking classes here last fall, and we love everything about it so far.  The recitals are well done, my kids adore their instructors, and they have learned a lot.  There is not a crazy ""dance mom"" culture, but just a great group of involved parents, and there are some very talented dancers here.  I especially appreciate the fact that they have a GREAT boy culture here, and my son adores this about Steppin Out and feels supported and accepted in all of his classes (so far hip hop, tap, and ballet).  In particular, Mr. Gabe's boy's hip hopbreak dance class is an outstanding class with nothing like it anywhere in the West Valley.  We searched high and low for a hip hop class that was geared more toward street style and break dance, and feel so lucky to have found this class!
",1
"Great Studio! Classes are reasonably priced, offer a wide variety of dances including Ballroom, Salsa, Tango, West Coast Swing, and Zumba. Instructors are extremely friendly and great teachers. They have student rates.
",1
"This is our favorite Y so far. Location is convenient and the staffs are really helpful and kids friendly.  My kids are into soccer, swim, basketball, and camp here.  Price are a little high for me being a single mother but everything else is great.
",1
"I have been going to Casey At The Bat since I was 13 years old.  I am now pushing 30.It has changed an itsy bitsy, but really... it's stayed the same in the last 15 years.  Still the same old ratty nets for the batting cage... still the creaky pitching machines, still the same crappy doors that swing open into the main room with the snack area... But you know what.  It's home... and it's not supposed to be glitzy... It's sports, silly.  You're supposed to get dirty!
",1
"Great friendly atmosphere . Low price from batting cages to team enter fees.
",1
"I love this speciality running store!  If you're getting into some regular running, want to start, or need a good pair of running shoes definitely come here and get their expert advice.  They'll get you fitted with a great pair of shoes, have you run for them, and really know their stuff.  There's also a great stock of clothing and accessories.  SRC also offers group runs and put together a great pre race tent for PF Chang's Rock n Roll 12 marathon and maration.  It may be hard to find back in that corner, but definitely try them out!
",1
"I love this place. It is so refreshing to walk into a store and have the employees truly understand and feel passionate about what they do. After living in the neighborhood for 6+ years, I am happy to have the Scottsdale Running Company close by. If you have large or unusual athletic shoe requirements, you will find yourself in for a treat at this store. Forget the big box stores and give SRC a try!
",1
"I have purchased my past two pairs of running shoes from this store and I have no complaints from either of those experiences.  The employees appear to be very knowledgeable and will help you find the most suitable pair of shoes for your running style and price point.  Although the shoe selection here isn't overwhelming, there is a large enough variety to meet the needs of nearly every runner.  Additionally, I never felt as though I was being pushed into the most expensive pair of shoes; that is reassuring because they carry some pretty expensive kicks.  Another great aspect of this neighborhood-type shop is that they offer running groups and training advice.  So if you're thinking of entering some races, or curious about ramping up your mileage the employees here are a great resource to tap into.
",1
"I can't believe the reviews that this place has received so far!  WOW!!I concede, yes it is very expensive when compared to other gyms, but a BMW is expense when compared to a Ford....In my life I've belonged to The Courthouse (tiny gym), LA Fitness, ASU Student Rec Center, Q Fitness (now 24 hour fitness) and the YMCA and I can honestly say that all pale in comparison to this facility.  Quick disclaimer: Not all LifeTime Fitness centers are the same!  The one in Gilbert is great, but not as amazing as this facility.  When I moved to MN (home of LifeTime Fitness) I actually plotted out where we would live based on the proximity to one of their gyms.  The closest one to me is in no way comparable to the facility in Tempe and as a result we are no longer members.  If I lived even remotely close to a facility like this one I would join again in a heartbeat.  Now on to the review.My wife actually signed us up under the family plan without me around.  When she told me how much it was (~$90month for the entire family) I was a bit put back.  But after my first visit I felt the money was well spent and that we were even getting a deal!I often describe this facility as a ""country club"".  Everything about this place is just amazing.Locker Rooms - Incredibly well appointed with a ton of space, a lounge, sauna and steam room.  The lockers are large and their cardkey system saves a lot of time for those of us that always forget to bring a lock with them.Cardio - There's no way anyone can complain about this!  Even at peak times there are almost always machines available in every category (treadmill, bike, elliptical, etc).  The machines are well maintained and the abundance of large screen TVs will keep you distracted from your achy legs.Weight Machines - You name it, they have it.  There are more here than I would ever use, but if you want to work that little muscle that connects those two things that you n ever use, they probably have a machine here to do it.Free Weights - They have a ton of free weights with some set-ups that I have yet to find in other facilities.  Plenty of space to workout and plenty of weights for everyone to use.Basketball - Two full size courts that are open and clean.  Great courts to play on.Squash - Probably my one complaint is that they have squash courts and no racquetball courts.  Of course most would argue that squash is more technical than racquetball and I should get some skill and stop bitching.Rock Climbing - Probably one of the most underused aspects of the gym.  I rarely saw people on this, but is was a heck of a set-up!Tennis - This was extra and since I'm not much of a tennis player I didn't sign up for this feature, but it seemed like a nice facility.Pool - Indoor and outdoor pools, so you can swim all year long.  The outdoor pool had some AMAZING ""scenery"" during the warmer months.  I wouldn't go so far as to compare it to a Vegas hotel pool, but it was darn impressive!Kid Zone - This is one of the things that sold it for us.  The facility for kids was outstanding, with separate areas set up for different ages and an abundance of activities and areas for all kids.  Indoor, lower hood basketball.  Outdoor play area.  Huge indoor ""jungle gym"".  Computers.  Crafts.  This truly was an amazing part of the gym.  And the great thing is, if you want to relax instead of work out, this aspect of the gym becomes even more helpful!  You want to get a haircut and a massage  Drop the kids off and head to the spa!  You want to sit back and relax  Drop the kids off and head to the pool or hot tub.  The kids look forward to it and it's great for the parents!Spa - My wife used this more than me and was happy with the experiences that she had here.  We didn't use it as much as we could have, but no complaints.Cafe - Decent food for a little cafe in a gym.  I ate many a breakfast there on my way to work after a cardio session.  Overall I just don't think that I've ever been in a better gym.  Yes it's expensive, but even at a higher price I feel as if I always got a good deal for the money I spent.
",1
"God Bless Lifetime Fitness.First off, let me tell you how much I despise working out.  Like, at times I'd rather drink my own pee than even come within 50 feet of the stair stepper.  However, LTF (have you noticed that I like to abbreviate  Get used to it friends...)  makes my gym experience fairly painless.  Steve W, I salute you for aknowledging the value of such a fine work-out establishment, and I actually have many of the same opinions. But because I like to hear myself talk, I'll reiterate some of my favorite points.First off, I'm absolutely not a fan of children.  Especially at a gym.  Lifetime has FREE childcare for kiddos 12 and under so us singles can flirt our way through our workout without your kids sniffling and screaming.  Kids can play and swim outside under parental supervision at the pool, complete with waterslides and some kid-specifc water fountain spray thing.  They love it.  And I do too.  WATERSLIDES  I mean come on.  LoveitLoveit.Lifetime's members span the board, which is nice because I like the fact that I'm not the most out of shape person there.  I also like that there is nice scenery to watch and inspire me to keep my feet on that god forsaken stair stepper.  You may even see a professional athelete or TV personality on occasion.  Who doesnt love thatYou never wait for a piece of equipement because there are tons of machines.  And they are not covered in meathead sweat, which is always nice.My favorite part of LTF is the group classes.  Excellent teachers, classes every day of the week, and a good variety of options.  I'd like to see more coreographed classes like Hip-Hop, but whatever, Kickboxing Jam is pretty damn close.   Locker rooms are always spotless, towel service is free, sauna and steam rooms arent full of weirdo naked people, and they have this device that dries your bathing suit in under a minute.  Ingenious!  I've been a member of a ton of Scottsdale gyms but I drive the extra 20 minutes in rush hour to go to the Tempe LTF.  Doesnt road rage burn calories anyway  Win-win situation.
",1
"I'm in love with LTF.  When I joined, I was just over 300 lbs and terribly out of shape.  But I never felt out of place or uncomfortable.  There were plenty of people in all stages of fitness, so I didn't stand out at all.   That helped tremendously!Most of the classes are mulit-level, so you can join in and work on your fitness level without feeling intimidated.  The Hydro Training class is amazing!  Classes are scheduled 7 days a week, with hours to fit all schedules.  Instructors are helpful and motivating, never judgemental.My son is 12, so he's old enough to do his own thing.  I never worry about his safety in this huge facility.  I don't have a lot of experience with the childcare, but I've heard nothing but positives.  I only WISH this place had been around when my son was younger!The facility is always clean and even at peek times there are plenty of machines available.  They limit enrollment to ensure this.It may be a bit on the pricey side as far as most gyms go but the services and amenities are FAR FAR superior to any other gym in my experience.  Tons of classes, indooroutdoor pools with slides, hot tubs, saunas, steam rooms, nice locker rooms, free towel service, tennis, racquetball, squash, rock climbing, basketball, volleyball, spa, cafe, etc etc etc.  What more could anyone want  I'd gladly pay twice as much for all that we enjoy at LTF!  It keeps me motivated and interested in a variety of workout options, which keeps me coming back regularly.
",1
"Expensive but WAAAAAAY worth it!Just the best fitness center bar none!
",1
"Ok I am poor...and Lifetime is the reason for it.  But you know what...I don't care...I heart LIfetime Fitness.  It is the only gym that I actually feel comfortable working out in.  They never tried to upsell me on packages.  My sales manager (who works in Scottsdale) is the best.  But on top of everything else...I love my trainer.  (this is why I am poor...but I love him so)  He is the best and believe me...when the manager was choosing a trainer for me...they knew what they were doing.   Matt is the best.  He is so worth it.I am going to have my first experience with the classes tomorrow, and I have signed up for volleyball. (hint hint...they need more players)  The lifespa is awesome, and the Life Cafe has the best Chicken Pesto sandwich in the world.  Everybody is so friendly there...and the whole gym is extremely clean...another thing that I like.  I cannot complain in the least.
",1
"I pay almost $120 month in fees for our family of 5 but it is sooooo worth it.  Just the two hours per day of free childcare for my 3 kiddos is worth it.  I love the group fitness classes, the place is always clean and pretty well stocked.  The cafe has yummy smoothies and the pool is lush.  What else could you ask for in a gym
",1
"This gym has spoiled me. They have all the right classes at all the right times. even when it's packed, there's always an open machine. sometimes there's a wait for the weight machines. the  locker rooms are always super clean. and the staff is just awesome. totally worth the $50 membership!
",1
"I love this place. So very clean, professional staff, and a ton of machines so you NEVER have to wait for anything. Locker rooms have hair dryers, towels and a wet sauna. Outside there is the pool area with chairs for napping, lanes for swimming laps, areas for smaller kids and also a slide!Spa offers massages, facials, haircuts, etc.Lifecafe has shakes to sandwichs to googles if you're like me and forget them at home.
",1
"I'm really happy with this gym.  Would highly recommend it to anyone, the group fitness classes alone are worth the membership costs even if you only go a few times a month.I also like the LifeCafe restaurant inside...I love the pesto chicken salad (if you need extra protein after your workout tell them to throw in some spicy peanuts ...sooo good with that salad.)
",1
"Lifetime fitness is the bomb. How do I know this Because I have worked out at probably 100 different gyms during my 8 years of traveling the country playing minor league baseball. At Lifetime you get what you pay for and Lifetime is not cheap. It's always meticulously clean, stocked with towels and has plenty of free and pay for classes if you like classes. If you wanted to, you could literally spend the whole day at Lifetime at have everything you need from the cafe, pool, child care (max 2 hours), hair and nail salon, free WiFi, lounging area in the locker room with couches and a flat screen TV, Jacuzzi, sauna, etc, etc, etc. If you don't mind the price, 40mnth for a basic membership, you will love Lifetime and never want to work out anywhere else.
",1
"I took my 2 sons here to try out the batting cages.  This place is AMAZING!  The staff is great, it is wonderful environment and my kids have so much fun in the batting cages!  We also have done lessons, and will continue to do them.  it is amazing how much they have learned from just a few months of WOB training.  I would HIGHLY recommend it!
",1
"I was driving by the baseball school a few weeks ago with my sons Neil and Joel, and i asked them if they wanted to check it out, and my oh my did they have the day of their lives. They already knew how to hit balls, but now they really smack 'em! my sons have been asking me everyday when we get to go back next. so I love this place, makes my daddy duties easier!
",1
"Better than video games! I take my boys there and they love it! It's airconditioned and great exercise. They are continually improving and excited about little league next year.
",1
"I'm a single mother and brought my small son in to World of Baseball to see if someone could help him, as I had no clue how to teach him to hit a ball. The guys who work there were so excited about a little guy wanting to play and took us straight away into a hitting room to hit off of a tee. We came in a few days a week for about half an hour and practiced hitting on the tee but he was getting a bit bored. The instructor noticed his lack of excitement at the tee and changed up the teaching. By the end of the second week my little son was in the batting cage (of course, the slowest one) hitting balls! He wasn't scared, he wasn't nervous, he wasn't upset when he missed! The guys made sure the pitching machine was set perfectly for his size and everyone was super excited for him when he hit one, then two, three, four, five and six balls! I couldn't believe it! The older kids in there training are very kind to my son and I, they are super encouraging and excited to see such a little boy in with them doing ""big boy"" things. We're going to be there every week forever! My son LOOOOVES it and said he wants to ""wiv [live] at the baseball school.
",1
"This is more than a bunch of batting cages.  This is where you learn to hit.  Wolfe is my son's instructor, he is a natural coach, you can tell he loves baseball and hitting.  They have an area for soft toss, tee, and live pitching as well as machines.  If  you have a membership it's all available to you whenever you want, not just during lessons.
",1
"The staff here is great, my son loves his monthly membership.
",1
"I'm over in Arizona from Ireland for a few weeks work and as i play hurling in Ireland I always wanted to have a go at baseball so I dropped by here for the closest thing to it! This place was as we say in Ireland ""Un-Feckin-Real""...!! The guys working there deserve a lot of credit as they were willing to point a baseball virgin like me in the right direction to pop my batting cherry..! They chose a suitable bat for me and after two or three shots advised me that I needed to switch my hands which made a huge difference to my batting! I would and most likely will be back numerous times before I ship back out to Ireland as this place is top notch in every aspect.
",1
"Never mind what I have to say...my Kid loves this place! Whether swinging by to hit balls in the cages or for baseball camp my youngest thinks this place ROCKS! Oh, in the summer, this is the coolest place in town. AC and batting cages are a blessing during 110 degree days. The staff is always helpful, they treat the kids well even while maintaining a little baseball tradition of goofing on ya a bit. It's perfect for both boys and young ladies. Great skill and confidence building. We'll be signing up for some private coaching this year. Hopefully with Coach Dude"" or Coach ""Redbeard""
",1
"This is a great venue, even if you're not a Member.    The Club is open for breakfast and lunch Monday-Friday and dinner Tuesday-Friday. And they are closed on the weekends for private events.    The athletic level is open from 530a-830p Monday-Thursday and 530a-8p on Friday. On the weekends, the athletic facility can be utilized from 830a-330p.    The RIvers Club hosts a weekly Wednesday Night Live - live jazz music with prominent jazz artists in the Pittsburgh area. Also tied with this are the bi-weekly 2nd Set Jam Session and Networking Happy Hours - these invite local artists to talk about their projects and allows other musicians to jam out. Wednesday Night Live is open to the public. On occasion, there will be other events that are open to the public.    Members and their guests are invited to all of our events. For details on our events, please call the Club or visit their webpage, Facebook, or Twitter.
",1
"Can't wait to see them destroy the Red Wings over the next 10 years.
",1
"The very first time I got together for Thanksgiving with my boyfriend's entire family we went to see the Penguins.  We had awesome seats, awesome service and a nice surprise when a Welcome sign with the family's names came up on the screen.  Even though they lost by 1 in OT, it was an awesome experience to see such die-hard fans with their families around the holidays.
",1
"IMO hockey is the single greatest sport to watch live.  It is fast, physical, the game can turn on an instant, can be offensively explosive or a defensive struggle, and the fans at a hockey game are ""highly emotional"".The Pens and their fans have come a long way and right now they are one of the best fan bases in the NHL.On a side note, IMO, the nacho's at the Mellon Arena are the best nacho's in the world.  Maybe it has something to do with the environment.
",1
